,DATE,St_JOHNS,QUEBEC,OTTAWA,VICTORIA,REGINA,EDMONTON,HALIFAX
400,2014-05,100.1,99.0,100.6,95.4,104.0,100.6,98.1
401,2014-06,100.0,98.9,100.4,95.4,104.0,100.7,98.0
402,2014-07,100.0,98.9,100.3,95.4,104.1,100.7,97.9
403,2014-08,100.0,98.9,100.3,95.2,103.7,100.9,97.9
404,2014-09,100.0,98.7,100.2,94.3,103.5,101.0,98.3
405,2014-10,100.0,98.7,99.9,94.2,103.6,101.0,98.4
406,2014-11,100.2,98.8,99.7,94.2,103.5,101.1,98.4
407,2014-12,100.2,98.6,99.5,94.2,103.5,101.0,98.4
408,2015-01,100.2,98.7,99.1,93.6,103.5,100.8,98.4
409,2015-02,100.2,98.9,99.1,93.6,103.2,100.9,98.8
410,2015-03,100.2,99.0,98.9,93.6,103.0,100.8,98.8
411,2015-04,100.2,98.9,98.9,93.3,101.2,100.8,98.8
412,2015-05,99.9,98.6,98.9,93.3,101.5,100.9,98.9
413,2015-06,99.9,98.6,98.9,93.3,101.5,100.8,99.2
414,2015-07,100.2,98.8,98.9,93.3,101.5,100.7,99.0
415,2015-08,100.2,98.9,98.8,93.0,101.1,100.7,99.0
416,2015-09,100.2,98.9,99.1,93.0,101.3,100.7,99.0
417,2015-10,100.2,98.9,99.2,93.5,101.2,101.3,99.2
418,2015-11,100.4,99.3,98.9,93.5,101.1,101.2,98.6
419,2015-12,100.4,99.2,99.0,93.5,101.7,101.2,98.8
420,2016-01,100.4,99.2,99.0,93.5,101.9,101.1,98.8
421,2016-02,100.4,99.5,98.9,93.8,101.7,101.0,98.8
422,2016-03,100.2,99.5,98.7,93.8,101.8,101.0,98.8
423,2016-04,100.2,99.6,98.7,95.0,101.7,101.0,98.8
424,2016-05,100.2,99.6,98.9,96.4,101.1,101.0,98.9
425,2016-06,100.2,99.6,99.2,96.9,101.1,100.4,98.9
426,2016-07,99.8,99.6,99.3,97.9,101.2,100.5,99.3
427,2016-08,99.7,99.6,99.0,97.9,100.0,100.3,99.3
428,2016-09,100.1,100.0,99.0,98.6,100.1,99.9,99.1
429,2016-10,100.1,100.0,99.4,99.5,100.0,100.0,99.7
430,2016-11,100.0,100.0,99.6,100.0,99.5,99.8,100.0
431,2016-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
432,2017-01,99.5,100.1,99.7,100.3,99.8,100.0,100.2
433,2017-02,99.5,100.3,99.7,101.7,100.1,100.4,100.2
434,2017-03,99.3,100.2,99.7,101.7,100.3,100.6,100.3
435,2017-04,99.2,100.3,99.8,101.7,100.4,100.2,100.0
436,2017-05,99.2,100.4,100.1,101.7,100.2,100.2,100.6
437,2017-06,99.1,100.5,100.7,101.7,100.6,99.8,100.6
438,2017-07,99.3,100.7,100.8,101.7,100.7,99.8,101.0
439,2017-08,98.6,100.7,100.8,101.7,101.0,99.9,100.9
440,2017-09,98.6,101.0,101.3,101.7,100.4,99.7,101.0
441,2017-10,98.6,101.2,101.6,102.0,100.7,99.7,101.4
442,2017-11,98.8,101.3,101.7,102.0,100.1,99.9,101.4
443,2017-12,98.8,101.3,101.8,102.0,100.1,99.9,101.3
444,2018-01,98.8,101.6,101.8,102.0,100.3,99.7,101.3
445,2018-02,98.8,102.1,101.8,102.0,99.8,99.4,101.3
446,2018-03,98.8,102.1,101.8,103.5,99.7,99.4,101.8
447,2018-04,98.8,102.2,102.3,103.5,99.6,99.3,102.3
448,2018-05,98.6,102.3,102.3,103.5,99.0,99.3,102.2
449,2018-06,98.3,103.0,102.5,103.5,98.7,99.4,102.2
450,2018-07,98.4,103.1,102.4,103.5,98.7,99.5,102.5
451,2018-08,98.4,103.4,102.4,103.5,97.7,98.8,102.5
452,2018-09,97.9,103.5,102.3,103.3,97.6,98.8,102.2
453,2018-10,97.7,103.7,102.7,103.3,97.0,99.0,102.0
454,2018-11,97.2,104.0,102.6,103.2,96.2,98.8,102.0
455,2018-12,97.2,104.0,102.9,103.2,95.6,98.9,102.0
456,2019-01,97.3,104.1,102.8,103.1,95.9,98.7,102.4
457,2019-02,97.3,104.2,102.9,103.5,95.6,98.6,102.6
458,2019-03,97.3,104.3,103.4,102.7,95.5,98.3,102.6
459,2019-04,96.9,104.4,104.0,101.9,94.3,98.2,102.6
460,2019-05,96.9,104.6,104.2,101.1,95.0,97.8,103.2
461,2019-06,96.1,105.0,105.5,100.4,94.8,97.6,103.2
462,2019-07,95.9,106.6,105.8,100.4,94.5,96.8,103.4
463,2019-08,95.8,107.6,105.7,100.5,94.5,96.9,103.2
464,2019-09,95.8,108.2,106.1,100.8,94.7,97.0,103.2
465,2019-10,96.3,109.1,107.3,100.8,94.5,96.7,103.2
466,2019-11,96.3,110.2,107.3,100.7,92.5,95.1,103.2
467,2019-12,96.3,110.4,107.0,101.0,92.4,95.7,103.2
468,2020-01,96.3,110.7,107.8,101.0,91.1,96.1,103.7
469,2020-02,96.3,111.2,108.2,102.2,90.3,96.0,104.5
470,2020-03,96.0,112.1,109.0,102.1,89.9,96.4,104.5
471,2020-04,96.0,112.3,109.2,102.1,89.7,96.0,104.7
472,2020-05,96.0,112.3,109.7,102.1,89.9,96.0,105.3
473,2020-06,96.0,112.7,109.7,102.1,89.3,96.0,105.8
474,2020-07,95.7,113.4,109.7,102.1,89.5,95.7,106.4
475,2020-08,95.8,113.6,109.7,102.5,90.1,95.6,108.1
476,2020-09,97.2,114.8,111.1,106.0,89.7,96.0,109.3
477,2020-10,100.3,116.8,112.1,106.3,90.2,96.5,111.0
478,2020-11,101.1,118.7,114.8,107.0,90.2,97.2,112.2
479,2020-12,101.4,119.8,115.8,109.0,90.6,96.9,112.2
480,2021-01,101.3,120.1,115.8,109.1,90.8,97.0,112.2
481,2021-02,101.3,121.5,115.4,110.2,90.4,98.2,115.5
482,2021-03,102.5,123.8,117.1,115.8,92.4,99.4,117.0
483,2021-04,103.3,131.2,117.5,117.2,91.6,100.1,120.0
484,2021-05,102.8,133.2,118.2,117.8,94.2,103.2,122.3
485,2021-06,103.5,134.4,119.1,118.1,95.6,104.0,122.3
486,2021-07,103.6,135.8,119.2,119.7,96.2,105.1,122.3
487,2021-08,103.7,137.0,119.2,119.7,96.5,104.2,122.3
488,2021-09,103.1,139.4,119.2,121.4,96.7,103.8,122.3
489,2021-10,103.1,139.9,119.0,126.3,98.2,103.5,122.3
490,2021-11,104.7,141.3,120.1,126.3,98.5,103.2,122.3
491,2021-12,104.7,141.9,120.1,126.7,98.5,103.6,122.3
492,2022-01,106.7,142.2,120.1,128.2,99.5,105.3,122.3
493,2022-02,106.7,144.4,120.1,128.8,99.6,109.2,122.3
494,2022-03,106.7,148.3,120.1,132.1,100.9,111.3,123.9
495,2022-04,106.7,147.8,120.1,132.1,103.0,112.0,123.9
496,2022-05,106.7,149.3,120.5,132.1,103.0,113.5,127.5
497,2022-06,107.4,149.2,120.5,132.1,103.1,113.6,127.5
498,2022-07,107.4,149.0,120.5,132.1,103.1,113.2,127.5
499,2022-08,107.4,149.1,120.5,132.1,103.1,113.4,127.5
500,2022-09,108.1,149.0,120.5,132.1,103.0,113.5,127.5
501,2022-10,108.1,149.7,120.5,131.9,102.6,112.6,127.5
502,2022-11,108.1,149.2,120.5,131.9,102.6,112.1,127.5
503,2022-12,108.1,149.5,120.5,131.9,102.1,111.8,127.5
